barcode01_concatenated_racon-11430-8,d__Bacteria;,98.631,1461,10,5,0.0,2532,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode04_concatenated_racon-88-13,d__Bacteria;,93.524,1436,71,6,0.0,2164,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode04_concatenated_racon-88-13,d__Bacteria;,94.868,1364,57,6,0.0,2130,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode04_concatenated_racon-88-13,d__Bacteria;,85.000,40,5,1,0.12,42.8,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode04_concatenated_racon-88-13,d__Bacteria;,93.062,1427,76,7,0.0,2118,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode04_concatenated_racon-88-13,d__Bacteria;,92.549,1436,83,8,0.0,2094,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode04_concatenated_racon-88-13,d__Bacteria;,92.399,1434,87,8,0.0,2079,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_japonica
barcode04_concatenated_racon-88-13,d__Bacteria;,92.329,1434,88,8,0.0,2075,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-88-13,d__Bacteria;,92.329,1434,88,8,0.0,2075,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode04_concatenated_racon-88-13,d__Bacteria;,92.329,1434,88,8,0.0,2075,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-88-13,d__Bacteria;,92.329,1434,88,8,0.0,2075,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode04_concatenated_racon-88-13,d__Bacteria;,92.259,1434,89,8,0.0,2070,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode04_concatenated_racon-88-13,d__Bacteria;,92.259,1434,89,8,0.0,2070,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-88-13,d__Bacteria;,92.259,1434,89,8,0.0,2070,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_conorii
barcode04_concatenated_racon-88-13,d__Bacteria;,92.190,1434,90,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rickettsii
barcode04_concatenated_racon-88-13,d__Bacteria;,92.190,1434,90,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rhipicephali
barcode04_concatenated_racon-88-13,d__Bacteria;,92.190,1434,90,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode04_concatenated_racon-88-13,d__Bacteria;,92.190,1434,90,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode04_concatenated_racon-88-13,d__Bacteria;,92.416,1424,86,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode04_concatenated_racon-88-13,d__Bacteria;,92.190,1434,90,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode04_concatenated_racon-88-13,d__Bacteria;,92.190,1434,90,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode04_concatenated_racon-88-13,d__Bacteria;,92.190,1434,90,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode04_concatenated_racon-88-13,d__Bacteria;,92.190,1434,90,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode04_concatenated_racon-88-13,d__Bacteria;,92.190,1434,90,8,0.0,2066,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rhipicephali
barcode04_concatenated_racon-892-58,d__Bacteria;,99.247,1461,9,1,0.0,2583,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode04_concatenated_racon-892-58,d__Bacteria;,99.170,1446,10,1,0.0,2552,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode04_concatenated_racon-892-58,d__Bacteria;,98.745,1434,9,4,0.0,2496,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode04_concatenated_racon-892-58,d__Bacteria;,98.669,1428,16,2,0.0,2485,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode04_concatenated_racon-892-58,d__Bacteria;,97.533,1459,32,3,0.0,2460,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode04_concatenated_racon-892-58,d__Bacteria;,98.908,1373,13,1,0.0,2406,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
barcode04_concatenated_racon-892-58,d__Bacteria;,96.235,1461,49,5,0.0,2370,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-892-58,d__Bacteria;,96.235,1461,49,5,0.0,2370,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode04_concatenated_racon-892-58,d__Bacteria;,96.235,1461,49,5,0.0,2370,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-892-58,d__Bacteria;,95.967,1463,55,2,0.0,2368,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode04_concatenated_racon-892-58,d__Bacteria;,96.167,1461,50,5,0.0,2366,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-892-58,d__Bacteria;,96.099,1461,51,5,0.0,2361,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode04_concatenated_racon-892-58,d__Bacteria;,96.099,1461,51,5,0.0,2361,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode04_concatenated_racon-892-58,d__Bacteria;,96.099,1461,51,5,0.0,2361,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode04_concatenated_racon-892-58,d__Bacteria;,96.099,1461,51,5,0.0,2361,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode04_concatenated_racon-892-58,d__Bacteria;,96.030,1461,53,4,0.0,2360,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-892-58,d__Bacteria;,96.443,1462,38,13,0.0,2357,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode04_concatenated_racon-892-58,d__Bacteria;,96.030,1461,52,5,0.0,2357,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode04_concatenated_racon-892-58,d__Bacteria;,96.030,1461,52,5,0.0,2357,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode04_concatenated_racon-892-58,d__Bacteria;,96.030,1461,52,5,0.0,2357,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode04_concatenated_racon-892-58,d__Bacteria;,95.893,1461,56,3,0.0,2355,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sibirica
barcode04_concatenated_racon-892-58,d__Bacteria;,95.962,1461,53,5,0.0,2352,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rickettsii
barcode04_concatenated_racon-892-58,d__Bacteria;,95.962,1461,53,5,0.0,2352,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_honei
barcode04_concatenated_racon-90-42,d__Bacteria;,99.666,1495,3,2,0.0,2667,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.599,1496,3,3,0.0,2661,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.532,1496,4,3,0.0,2656,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.532,1496,4,3,0.0,2656,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.532,1496,4,3,0.0,2656,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.532,1496,4,3,0.0,2656,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.532,1496,4,3,0.0,2656,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.532,1496,3,4,0.0,2653,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.465,1496,5,3,0.0,2652,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.331,1495,8,2,0.0,2645,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_fulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.332,1496,7,3,0.0,2643,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
barcode04_concatenated_racon-90-42,d__Bacteria;,99.332,1496,7,3,0.0,2643,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
barcode04_concatenated_racon-90-42,d__Bacteria;,99.332,1496,7,3,0.0,2643,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_fulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.332,1496,7,3,0.0,2643,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_fulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.332,1496,7,3,0.0,2643,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_fulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.332,1496,7,3,0.0,2643,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_fulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.264,1495,9,2,0.0,2640,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
barcode04_concatenated_racon-90-42,d__Bacteria;,99.265,1496,8,3,0.0,2638,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
barcode04_concatenated_racon-90-42,d__Bacteria;,99.265,1496,8,3,0.0,2638,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_fulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.265,1496,8,3,0.0,2638,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_fulva
barcode04_concatenated_racon-90-42,d__Bacteria;,99.265,1496,8,3,0.0,2638,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_monteilii
barcode04_concatenated_racon-90-42,d__Bacteria;,99.265,1496,8,3,0.0,2638,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_monteilii
barcode04_concatenated_racon-90-42,d__Bacteria;,99.265,1496,8,3,0.0,2638,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_parafulva
barcode04_concatenated_racon-9129-9,d__Bacteria;,99.181,1466,9,3,0.0,2580,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode04_concatenated_racon-9129-9,d__Bacteria;,99.100,1445,10,3,0.0,2537,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_limoniae
barcode04_concatenated_racon-9129-9,d__Bacteria;,98.743,1432,10,5,0.0,2487,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode04_concatenated_racon-9129-9,d__Bacteria;,98.598,1427,16,4,0.0,2470,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_endosymbiont
barcode04_concatenated_racon-9129-9,d__Bacteria;,97.406,1465,33,5,0.0,2453,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsiaceae; s__uncultured_Rickettsia
barcode04_concatenated_racon-9129-9,d__Bacteria;,98.834,1372,13,3,0.0,2392,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsiaceae
barcode04_concatenated_racon-9129-9,d__Bacteria;,96.180,1466,49,7,0.0,2367,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode04_concatenated_racon-9129-9,d__Bacteria;,96.177,1465,49,7,0.0,2365,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-9129-9,d__Bacteria;,96.177,1465,49,7,0.0,2365,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-9129-9,d__Bacteria;,95.910,1467,55,4,0.0,2362,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_Rickettsia
barcode04_concatenated_racon-9129-9,d__Bacteria;,96.109,1465,50,7,0.0,2360,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-9129-9,d__Bacteria;,96.041,1465,51,7,0.0,2356,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode04_concatenated_racon-9129-9,d__Bacteria;,96.041,1465,51,7,0.0,2356,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode04_concatenated_racon-9129-9,d__Bacteria;,96.041,1465,51,7,0.0,2356,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_canadensis
barcode04_concatenated_racon-9129-9,d__Bacteria;,96.041,1465,51,7,0.0,2356,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_slovaca
barcode04_concatenated_racon-9129-9,d__Bacteria;,95.973,1465,53,6,0.0,2355,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_bellii
barcode04_concatenated_racon-9129-9,d__Bacteria;,95.973,1465,52,7,0.0,2351,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_raoultii
barcode04_concatenated_racon-9129-9,d__Bacteria;,95.973,1465,52,7,0.0,2351,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_massiliae
barcode04_concatenated_racon-9129-9,d__Bacteria;,95.973,1465,52,7,0.0,2351,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_peacockii
barcode04_concatenated_racon-9129-9,d__Bacteria;,95.916,1469,52,8,0.0,2351,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__uncultured_bacterium
barcode04_concatenated_racon-9129-9,d__Bacteria;,95.836,1465,56,5,0.0,2350,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_sibirica
barcode04_concatenated_racon-9129-9,d__Bacteria;,95.907,1466,53,7,0.0,2349,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_heilongjiangensis
barcode04_concatenated_racon-9129-9,d__Bacteria;,95.904,1465,53,7,0.0,2347,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia_rickettsii
barcode04_concatenated_racon-94-54,d__Bacteria;,99.526,1476,5,2,0.0,2624,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.458,1476,6,2,0.0,2619,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.458,1476,6,2,0.0,2619,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.458,1476,6,2,0.0,2619,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.390,1476,7,2,0.0,2615,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.390,1476,7,2,0.0,2615,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.390,1476,7,2,0.0,2615,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.390,1476,7,2,0.0,2615,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_sp.
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_sp.
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.322,1476,8,2,0.0,2610,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.255,1476,9,2,0.0,2606,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.255,1476,9,2,0.0,2606,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.255,1476,9,2,0.0,2606,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
barcode04_concatenated_racon-94-54,d__Bacteria;,99.255,1476,9,2,0.0,2606,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_marcescens
